pathway,GO
MITOCHONDRIAL_TRICARBOXYLIC_ACID_CYCLE_ENZYME_COMPLEX,GO:0030062
AP_1_ADAPTOR_COMPLEX,GO:0030121
AP_3_ADAPTOR_COMPLEX,GO:0030123
AP_4_ADAPTOR_COMPLEX,GO:0030124
COPII_VESICLE_COAT,GO:0030127
COPII_COATED_ER_TO_GOLGI_TRANSPORT_VESICLE,GO:0030134
INTEGRAL_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE,GO:0030285
JUNCTIONAL_MEMBRANE_COMPLEX,GO:0030314
HOST_CELL_CYTOPLASM,GO:0030430
SYNAPTIC_VESICLE_MEMBRANE,GO:0030672
RIBONUCLEASE_P_COMPLEX,GO:0030677
MULTIMERIC_RIBONUCLEASE_P_COMPLEX,GO:0030681
PRERIBOSOME_SMALL_SUBUNIT_PRECURSOR,GO:0030688
SMOOTH_ENDOPLASMIC_RETICULUM_MEMBRANE,GO:0030868
MRE11_COMPLEX,GO:0030870
VCB_COMPLEX,GO:0030891
MEIOTIC_COHESIN_COMPLEX,GO:0030893
CHECKPOINT_CLAMP_COMPLEX,GO:0030896
INTRACILIARY_TRANSPORT_PARTICLE_A,GO:0030991
ISWI_TYPE_COMPLEX,GO:0031010
NUCLEAR_PORE_OUTER_RING,GO:0031080
PLATELET_DENSE_GRANULE_MEMBRANE,GO:0031088
PLATELET_DENSE_TUBULAR_NETWORK_MEMBRANE,GO:0031095
SCAR_COMPLEX,GO:0031209
ENDOPLASMIC_RETICULUM_PALMITOYLTRANSFERASE_COMPLEX,GO:0031211
EXTRINSIC_COMPONENT_OF_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE,GO:0031232
PROTEIN_ACETYLTRANSFERASE_COMPLEX,GO:0031248
DNA_REPLICATION_PREINITIATION_COMPLEX,GO:0031261
DEATH_INDUCING_SIGNALING_COMPLEX,GO:0031264
CD95_DEATH_INDUCING_SIGNALING_COMPLEX,GO:0031265
REPLICATION_FORK_PROTECTION_COMPLEX,GO:0031298
INTRINSIC_COMPONENT_OF_VACUOLAR_MEMBRANE,GO:0031310
EXTRINSIC_COMPONENT_OF_ENDOSOME_MEMBRANE,GO:0031313
EXTRINSIC_COMPONENT_OF_MITOCHONDRIAL_INNER_MEMBRANE,GO:0031314
UBIQUITIN_CONJUGATING_ENZYME_COMPLEX,GO:0031371
CTF18_RFC_LIKE_COMPLEX,GO:0031390
NATA_COMPLEX,GO:0031415
BOX_C_D_SNORNP_COMPLEX,GO:0031428
BOX_H_ACA_SNORNP_COMPLEX,GO:0031429
CUL2_RING_UBIQUITIN_LIGASE_COMPLEX,GO:0031462
CUL4A_RING_E3_UBIQUITIN_LIGASE_COMPLEX,GO:0031464
CUL4B_RING_E3_UBIQUITIN_LIGASE_COMPLEX,GO:0031465
CUL5_RING_UBIQUITIN_LIGASE_COMPLEX,GO:0031466
CUL7_RING_UBIQUITIN_LIGASE_COMPLEX,GO:0031467
NUCLEOTIDE_ACTIVATED_PROTEIN_KINASE_COMPLEX,GO:0031588
SPINDLE_POLE_CENTROSOME,GO:0031616
NUCLEAR_PERICENTRIC_HETEROCHROMATIN,GO:0031618
HAPTOGLOBIN_HEMOGLOBIN_COMPLEX,GO:0031838
LATE_ENDOSOME_LUMEN,GO:0031906
TORC1_COMPLEX,GO:0031931
TORC2_COMPLEX,GO:0031932
EARLY_PHAGOSOME,GO:0032009
PHAGOLYSOSOME,GO:0032010
GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_COMPLEX,GO:0032045
BLEB,GO:0032059
CHROMOSOME_PASSENGER_COMPLEX,GO:0032133
CLEAVAGE_FURROW,GO:0032154
SEPTIN_CYTOSKELETON,GO:0032156
SYMMETRIC_SYNAPSE,GO:0032280
MUTLALPHA_COMPLEX,GO:0032389
STEREOCILIUM_TIP,GO:0032426
CUTICULAR_PLATE,GO:0032437
CORTICAL_ENDOPLASMIC_RETICULUM,GO:0032541
GROWTH_CONE_MEMBRANE,GO:0032584
MULTIVESICULAR_BODY_MEMBRANE,GO:0032585
DENDRITIC_SPINE_MEMBRANE,GO:0032591
INSULIN_RESPONSIVE_COMPARTMENT,GO:0032593
PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_CYTOPLASM,GO:0032838
KAINATE_SELECTIVE_GLUTAMATE_RECEPTOR_COMPLEX,GO:0032983
PARANODAL_JUNCTION,GO:0033010
SARCOPLASMIC_RETICULUM_LUMEN,GO:0033018
DNA_RECOMBINASE_MEDIATOR_COMPLEX,GO:0033061
WEIBEL_PALADE_BODY,GO:0033093
CIS_GOLGI_NETWORK_MEMBRANE,GO:0033106
MELANOSOME_MEMBRANE,GO:0033162
PROTON_TRANSPORTING_V_TYPE_ATPASE_V0_DOMAIN,GO:0033179
PROTON_TRANSPORTING_V_TYPE_ATPASE_V1_DOMAIN,GO:0033180
EUKARYOTIC_48S_PREINITIATION_COMPLEX,GO:0033290
HULC_COMPLEX,GO:0033503
RDNA_HETEROCHROMATIN,GO:0033553
ELONGATOR_HOLOENZYME_COMPLEX,GO:0033588
HOST_CELL_PART,GO:0033643
HOST_INTRACELLULAR_ORGANELLE,GO:0033647
PHAGOPHORE_ASSEMBLY_SITE_MEMBRANE,GO:0034045
VCP_NPL4_UFD1_AAA_ATPASE_COMPLEX,GO:0034098
INTERMEDIATE_DENSITY_LIPOPROTEIN_PARTICLE,GO:0034363
SPHERICAL_HIGH_DENSITY_LIPOPROTEIN_PARTICLE,GO:0034366
TRIGLYCERIDE_RICH_PLASMA_LIPOPROTEIN_PARTICLE,GO:0034385
PWP2P_CONTAINING_SUBCOMPLEX_OF_90S_PRERIBOSOME,GO:0034388
EGO_COMPLEX,GO:0034448
BBSOME,GO:0034464
PICLN_SM_PROTEIN_COMPLEX,GO:0034715
PHOSPHATIDYLINOSITOL_3_KINASE_COMPLEX_CLASS_III,GO:0035032
CILIARY_ROOTLET,GO:0035253
AZUROPHIL_GRANULE_MEMBRANE,GO:0035577
AZUROPHIL_GRANULE_LUMEN,GO:0035578
SPECIFIC_GRANULE_MEMBRANE,GO:0035579
SPECIFIC_GRANULE_LUMEN,GO:0035580
MON1_CCZ1_COMPLEX,GO:0035658
SPERM_FIBROUS_SHEATH,GO:0035686
MYELIN_SHEATH_ABAXONAL_REGION,GO:0035748
MYELIN_SHEATH_ADAXONAL_REGION,GO:0035749
SEH1_ASSOCIATED_COMPLEX,GO:0035859
ENDOLYSOSOME_LUMEN,GO:0036021
MKS_COMPLEX,GO:0036038
FILTRATION_DIAPHRAGM,GO:0036056
CATSPER_COMPLEX,GO:0036128
OUTER_DYNEIN_ARM,GO:0036157
MICROTUBULE_MINUS_END,GO:0036449
G_PROTEIN_COUPLED_RECEPTOR_DIMERIC_COMPLEX,GO:0038037
ALPHA_BETA_T_CELL_RECEPTOR_COMPLEX,GO:0042105
PARASPECKLES,GO:0042382
EXTRINSIC_COMPONENT_OF_ENDOPLASMIC_RETICULUM_MEMBRANE,GO:0042406
AZUROPHIL_GRANULE,GO:0042582
CHROMAFFIN_GRANULE,GO:0042583
CHROMAFFIN_GRANULE_MEMBRANE,GO:0042584
GLYCOGEN_GRANULE,GO:0042587
ZYMOGEN_GRANULE_MEMBRANE,GO:0042589
MITOCHONDRIAL_INTERMEMBRANE_SPACE_PROTEIN_TRANSPORTER_COMPLEX,GO:0042719
GPI_ANCHOR_TRANSAMIDASE_COMPLEX,GO:0042765
POLYSOMAL_RIBOSOME,GO:0042788
MHC_CLASS_I_PEPTIDE_LOADING_COMPLEX,GO:0042824
NADPH_OXIDASE_COMPLEX,GO:0043020
SYNAPTIC_CLEFT,GO:0043083
H4_H2A_HISTONE_ACETYLTRANSFERASE_COMPLEX,GO:0043189
ATP_BINDING_CASSETTE_ABC_TRANSPORTER_COMPLEX,GO:0043190
VARICOSITY,GO:0043196
AXON_HILLOCK,GO:0043203
LAMININ_COMPLEX,GO:0043256
CYTOLYTIC_GRANULE,GO:0044194
SPANNING_COMPONENT_OF_PLASMA_MEMBRANE,GO:0044214
JUXTAPARANODE_REGION_OF_AXON,GO:0044224
MITOCHONDRIA_ASSOCIATED_ENDOPLASMIC_RETICULUM_MEMBRANE,GO:0044233
DENDRITE_TERMINUS,GO:0044292
DENDRITIC_GROWTH_CONE,GO:0044294
CELL_BODY_MEMBRANE,GO:0044298
CEREBELLAR_MOSSY_FIBER,GO:0044300
CALYX_OF_HELD,GO:0044305
DENDRITIC_SPINE_HEAD,GO:0044327
PINOSOME,GO:0044352
NSL_COMPLEX,GO:0044545
NUCLEAR_PORE_CENTRAL_TRANSPORT_CHANNEL,GO:0044613
NUCLEAR_PORE_NUCLEAR_BASKET,GO:0044615
MLL3_4_COMPLEX,GO:0044666
AUTOLYSOSOME,GO:0044754
APICAL_CORTEX,GO:0045179
BASAL_CORTEX,GO:0045180
DIHYDROLIPOYL_DEHYDROGENASE_COMPLEX,GO:0045240
OXOGLUTARATE_DEHYDROGENASE_COMPLEX,GO:0045252
PYRUVATE_DEHYDROGENASE_COMPLEX,GO:0045254
RESPIRATORY_CHAIN_COMPLEX_II,GO:0045273
RESPIRATORY_CHAIN_COMPLEX_III,GO:0045275
RESPIRATORY_CHAIN_COMPLEX_IV,GO:0045277
MRNA_EDITING_COMPLEX,GO:0045293
LIPOPOLYSACCHARIDE_RECEPTOR_COMPLEX,GO:0046696
ACTIVIN_RECEPTOR_COMPLEX,GO:0048179
HOLLIDAY_JUNCTION_RESOLVASE_COMPLEX,GO:0048476
SIGNAL_RECOGNITION_PARTICLE,GO:0048500
PRESYNAPTIC_ACTIVE_ZONE_MEMBRANE,GO:0048787
CYTOSKELETON_OF_PRESYNAPTIC_ACTIVE_ZONE,GO:0048788
CELL_TIP,GO:0051286
KINOCILIUM,GO:0060091
STEREOCILIUM_MEMBRANE,GO:0060171
CLATHRIN_SCULPTED_GAMMA_AMINOBUTYRIC_ACID_TRANSPORT_VESICLE_MEMBRANE,GO:0061202
MICOS_COMPLEX,GO:0061617
MITOTIC_SPINDLE_ASTRAL_MICROTUBULE,GO:0061673
GATOR2_COMPLEX,GO:0061700
SPERM_HEAD,GO:0061827
COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX,GO:0062023
EXTRACELLULAR_MEMBRANE_BOUNDED_ORGANELLE,GO:0065010
CLATHRIN_SCULPTED_MONOAMINE_TRANSPORT_VESICLE,GO:0070081
TIGHT_JUNCTION,GO:0070160
SHELTERIN_COMPLEX,GO:0070187
NONHOMOLOGOUS_END_JOINING_COMPLEX,GO:0070419
ELONGIN_COMPLEX,GO:0070449
RESPIRASOME,GO:0070469
BRCA1_A_COMPLEX,GO:0070531
PEBOW_COMPLEX,GO:0070545
BRISC_COMPLEX,GO:0070552
RISC_LOADING_COMPLEX,GO:0070578
HAUS_COMPLEX,GO:0070652
FHF_COMPLEX,GO:0070695
PRE_SNORNP_COMPLEX,GO:0070761
GAMMA_SECRETASE_COMPLEX,GO:0070765
H3_HISTONE_ACETYLTRANSFERASE_COMPLEX,GO:0070775
TERTIARY_GRANULE,GO:0070820
TERTIARY_GRANULE_MEMBRANE,GO:0070821
CORE_MEDIATOR_COMPLEX,GO:0070847
CELL_BODY_FIBER,GO:0070852
CRD_MEDIATED_MRNA_STABILITY_COMPLEX,GO:0070937
CONTRACTILE_RING,GO:0070938
ENDOPLASMIC_RETICULUM_EXIT_SITE,GO:0070971
U2_TYPE_CATALYTIC_STEP_2_SPLICEOSOME,GO:0071007
CATALYTIC_STEP_1_SPLICEOSOME,GO:0071012
POST_MRNA_RELEASE_SPLICEOSOMAL_COMPLEX,GO:0071014
SMAD_PROTEIN_COMPLEX,GO:0071141
TRANSLOCON_COMPLEX,GO:0071256
INVADOPODIUM_MEMBRANE,GO:0071438
CLATHRIN_COMPLEX,GO:0071439
INTEGRAL_COMPONENT_OF_CYTOPLASMIC_SIDE_OF_ENDOPLASMIC_RETICULUM_MEMBRANE,GO:0071458
EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_3_COMPLEX_EIF3M,GO:0071541
PI_BODY,GO:0071546
PIP_BODY,GO:0071547
MMXD_COMPLEX,GO:0071817
RAGULATOR_COMPLEX,GO:0071986
PTW_PP1_PHOSPHATASE_COMPLEX,GO:0072357
ER_MEMBRANE_INSERTION_COMPLEX,GO:0072379
MSL_COMPLEX,GO:0072487
ER_MEMBRANE_PROTEIN_COMPLEX,GO:0072546
NLRP3_INFLAMMASOME_COMPLEX,GO:0072559
BOX_H_ACA_RNP_COMPLEX,GO:0072588
TRNA_SPLICING_LIGASE_COMPLEX,GO:0072669
MEIOTIC_SPINDLE,GO:0072687
U2AF,GO:0089701
SPANNING_COMPONENT_OF_MEMBRANE,GO:0089717
FLEMMING_BODY,GO:0090543
RNA_POLYMERASE_II_TRANSCRIPTION_REPRESSOR_COMPLEX,GO:0090571
BOX_H_ACA_TELOMERASE_RNP_COMPLEX,GO:0090661
SITE_OF_DNA_DAMAGE,GO:0090734
MPP7_DLG1_LIN7_COMPLEX,GO:0097025
BCL_2_FAMILY_PROTEIN_COMPLEX,GO:0097136
NUCLEAR_STRESS_GRANULE,GO:0097165
TETRASPANIN_ENRICHED_MICRODOMAIN,GO:0097197
ALVEOLAR_LAMELLAR_BODY,GO:0097208
SPERM_ANNULUS,GO:0097227
R2TP_COMPLEX,GO:0097255
RIPOPTOSOME,GO:0097342
CIA_COMPLEX,GO:0097361
LEWY_BODY,GO:0097413
NEUROFIBRILLARY_TANGLE,GO:0097418
TUBULAR_ENDOSOME,GO:0097422
MICROTUBULE_BUNDLE,GO:0097427
MITOTIC_SPINDLE_POLE,GO:0097431
DENSE_BODY,GO:0097433
BASAL_DENDRITE,GO:0097441
SORTING_ENDOSOME,GO:0097443
DENDRITIC_TREE,GO:0097447
ASTROCYTE_PROJECTION,GO:0097449
ASTROCYTE_END_FOOT,GO:0097450
RIBBON_SYNAPSE,GO:0097470
MULTIVESICULAR_BODY_LUMEN,GO:0097486
CARDIAC_MYOFIBRIL,GO:0097512
SPERM_PLASMA_MEMBRANE,GO:0097524
CILIARY_TRANSITION_FIBER,GO:0097539
G_PROTEIN_COUPLED_RECEPTOR_COMPLEX,GO:0097648
PHOSPHATIDYLINOSITOL_3_KINASE_COMPLEX_CLASS_I,GO:0097651
9PLUS2_MOTILE_CILIUM,GO:0097729
NON_MOTILE_CILIUM,GO:0097730
9PLUS0_NON_MOTILE_CILIUM,GO:0097731
ATPASE_DEPENDENT_TRANSMEMBRANE_TRANSPORT_COMPLEX,GO:0098533
DEUTEROSOME,GO:0098536
CYTOPLASMIC_SIDE_OF_ENDOPLASMIC_RETICULUM_MEMBRANE,GO:0098554
CYTOPLASMIC_SIDE_OF_ROUGH_ENDOPLASMIC_RETICULUM_MEMBRANE,GO:0098556
INTRINSIC_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE,GO:0098563
CYTOPLASMIC_SIDE_OF_LYSOSOMAL_MEMBRANE,GO:0098574
BASEMENT_MEMBRANE_COLLAGEN_TRIMER,GO:0098651
PHOTORECEPTOR_RIBBON_SYNAPSE,GO:0098684
SCHAFFER_COLLATERAL_CA1_SYNAPSE,GO:0098685
HIPPOCAMPAL_MOSSY_FIBER_TO_CA3_SYNAPSE,GO:0098686
PARALLEL_FIBER_TO_PURKINJE_CELL_SYNAPSE,GO:0098688
GLYCINERGIC_SYNAPSE,GO:0098690
DOPAMINERGIC_SYNAPSE,GO:0098691
RESPIRATORY_CHAIN_COMPLEX,GO:0098803
WHOLE_MEMBRANE,GO:0098805
ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK_MEMBRANE,GO:0098826
PRESYNAPTIC_ACTIVE_ZONE_CYTOPLASMIC_COMPONENT,GO:0098831
PRESYNAPTIC_ENDOCYTIC_ZONE,GO:0098833
POSTSYNAPTIC_RECYCLING_ENDOSOME,GO:0098837
POSTSYNAPTIC_DENSITY_MEMBRANE,GO:0098839
POSTSYNAPTIC_ENDOCYTIC_ZONE,GO:0098843
POSTSYNAPTIC_ENDOSOME,GO:0098845
POSTSYNAPTIC_ACTIN_CYTOSKELETON,GO:0098871
NEUROTRANSMITTER_RECEPTOR_COMPLEX,GO:0098878
EXTRINSIC_COMPONENT_OF_PRESYNAPTIC_MEMBRANE,GO:0098888
INTRINSIC_COMPONENT_OF_PRESYNAPTIC_MEMBRANE,GO:0098889
EXTRINSIC_COMPONENT_OF_POSTSYNAPTIC_MEMBRANE,GO:0098890
EXTRINSIC_COMPONENT_OF_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE,GO:0098892
INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_MEMBRANE,GO:0098936
INTRINSIC_COMPONENT_OF_PRESYNAPTIC_ACTIVE_ZONE_MEMBRANE,GO:0098945
INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE,GO:0098948
GLUTAMATERGIC_SYNAPSE,GO:0098978
CHOLINERGIC_SYNAPSE,GO:0098981
GABA_ERGIC_SYNAPSE,GO:0098982
NEURON_TO_NEURON_SYNAPSE,GO:0098984
ASYMMETRIC_GLUTAMATERGIC_EXCITATORY_SYNAPSE,GO:0098985
NEURONAL_DENSE_CORE_VESICLE,GO:0098992
ANCHORED_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE,GO:0098993
VESICLE_TETHERING_COMPLEX,GO:0099023
ANCHORED_COMPONENT_OF_POSTSYNAPTIC_MEMBRANE,GO:0099025
ANCHORED_COMPONENT_OF_PRESYNAPTIC_MEMBRANE,GO:0099026
INTEGRAL_COMPONENT_OF_PRESYNAPTIC_ACTIVE_ZONE_MEMBRANE,GO:0099059
BORC_COMPLEX,GO:0099078
SUPRAMOLECULAR_COMPLEX,GO:0099080
SYNAPTONEMAL_STRUCTURE,GO:0099086
POSTSYNAPTIC_SPECIALIZATION_INTRACELLULAR_COMPONENT,GO:0099091
POSTSYNAPTIC_DENSITY_INTRACELLULAR_COMPONENT,GO:0099092
ANCHORED_COMPONENT_OF_SYNAPTIC_MEMBRANE,GO:0099144
INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_DENSITY_MEMBRANE,GO:0099146
EXTRINSIC_COMPONENT_OF_POSTSYNAPTIC_DENSITY_MEMBRANE,GO:0099147
INTRINSIC_COMPONENT_OF_SYNAPTIC_MEMBRANE,GO:0099240
EXTRINSIC_COMPONENT_OF_SYNAPTIC_MEMBRANE,GO:0099243
POLYMERIC_CYTOSKELETAL_FIBER,GO:0099513
REGION_OF_CYTOSOL,GO:0099522
PRESYNAPTIC_CYTOSOL,GO:0099523
POSTSYNAPTIC_CYTOSOL,GO:0099524
PRESYNAPTIC_CYTOSKELETON,GO:0099569
POSTSYNAPTIC_CYTOSKELETON,GO:0099571
POSTSYNAPTIC_SPECIALIZATION_MEMBRANE,GO:0099634
FICOLIN_1_RICH_GRANULE,GO:0101002
FICOLIN_1_RICH_GRANULE_MEMBRANE,GO:0101003
CHAPERONE_COMPLEX,GO:0101031
CENTRIOLAR_SUBDISTAL_APPENDAGE,GO:0120103
NEURON_PROJECTION_CYTOPLASM,GO:0120111
SM_LIKE_PROTEIN_FAMILY_COMPLEX,GO:0120114
KICSTOR_COMPLEX,GO:0140007
DISTAL_AXON,GO:0150034
SERINE_THREONINE_PROTEIN_KINASE_COMPLEX,GO:1902554
CALCITONIN_FAMILY_RECEPTOR_COMPLEX,GO:1903439
PEPTIDASE_INHIBITOR_COMPLEX,GO:1904090
TERTIARY_GRANULE_LUMEN,GO:1904724
ENDONUCLEASE_COMPLEX,GO:1905348
PEPTIDASE_COMPLEX,GO:1905368
ENDOPEPTIDASE_COMPLEX,GO:1905369
MITOTIC_SPINDLE_MIDZONE,GO:1990023
PERICILIARY_MEMBRANE_COMPARTMENT,GO:1990075
SPERMATOPROTEASOME_COMPLEX,GO:1990111
MESSENGER_RIBONUCLEOPROTEIN_COMPLEX,GO:1990124
GATOR1_COMPLEX,GO:1990130
UNIPLEX_COMPLEX,GO:1990246
ATG1_ULK1_KINASE_COMPLEX,GO:1990316
3M_COMPLEX,GO:1990393
L_TYPE_VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX,GO:1990454
HFE_TRANSFERRIN_RECEPTOR_COMPLEX,GO:1990712
LSM1_7_PAT1_COMPLEX,GO:1990726
MICROVESICLE,GO:1990742
EARP_COMPLEX,GO:1990745
BETA_CATENIN_TCF_COMPLEX,GO:1990907
SINGLE_STRANDED_DNA_ENDODEOXYRIBONUCLEASE_ACTIVITY,GO:0000014
PEPTIDYLTRANSFERASE_ACTIVITY,GO:0000048
L_ORNITHINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,GO:0000064
SULFUR_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,GO:0000099
SUCCINATE_DEHYDROGENASE_ACTIVITY,GO:0000104
RDNA_BINDING,GO:0000182
3_KETO_STEROL_REDUCTASE_ACTIVITY,GO:0000253
PEROXISOME_TARGETING_SEQUENCE_BINDING,GO:0000268
RNA_7_METHYLGUANOSINE_CAP_BINDING,GO:0000340
Y_FORM_DNA_BINDING,GO:0000403
BUBBLE_DNA_BINDING,GO:0000405
OXIDIZED_BASE_LESION_DNA_N_GLYCOSYLASE_ACTIVITY,GO:0000702
ADENYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY,GO:0000774
INOSITOL_HEXAKISPHOSPHATE_KINASE_ACTIVITY,GO:0000828
TRANSLATION_REPRESSOR_ACTIVITY_MRNA_REGULATORY_ELEMENT_BINDING,GO:0000900
RNA_POLYMERASE_III_GENERAL_TRANSCRIPTION_INITIATION_FACTOR_ACTIVITY,GO:0000995
RNA_POLYMERASE_I_CORE_BINDING,GO:0001042
RNA_POLYMERASE_I_ACTIVITY,GO:0001054
RNA_POLYMERASE_II_ACTIVITY,GO:0001055
RNA_POLYMERASE_III_ACTIVITY,GO:0001056
RNA_POLYMERASE_II_GENERAL_TRANSCRIPTION_INITIATION_FACTOR_BINDING,GO:0001091
TFIID_CLASS_TRANSCRIPTION_FACTOR_COMPLEX_BINDING,GO:0001094
RNA_POLYMERASE_II_INTRONIC_TRANSCRIPTION_REGULATORY_REGION_SEQUENCE_SPECIFIC_DNA_BINDING,GO:0001162
DNA_BINDING_TRANSCRIPTION_ACTIVATOR_ACTIVITY,GO:0001216
TRANSCRIPTION_COREPRESSOR_BINDING,GO:0001222
N_ACETYLGLUCOSAMINE_6_O_SULFOTRANSFERASE_ACTIVITY,GO:0001517
N_ACETYLGALACTOSAMINE_4_O_SULFOTRANSFERASE_ACTIVITY,GO:0001537
AMYLOID_BETA_BINDING,GO:0001540
DOPAMINE_NEUROTRANSMITTER_RECEPTOR_ACTIVITY_COUPLED_VIA_GI_GO,GO:0001591
TRACE_AMINE_RECEPTOR_ACTIVITY,GO:0001594
G_PROTEIN_COUPLED_NUCLEOTIDE_RECEPTOR_ACTIVITY,GO:0001608
G_PROTEIN_COUPLED_ADENOSINE_RECEPTOR_ACTIVITY,GO:0001609
ALPHA_N_ACETYLGALACTOSAMINIDE_ALPHA_2_6_SIALYLTRANSFERASE_ACTIVITY,GO:0001665
LIPID_KINASE_ACTIVITY,GO:0001727
RETINAL_DEHYDROGENASE_ACTIVITY,GO:0001758
PHOSPHOTYROSINE_RESIDUE_BINDING,GO:0001784
COMPLEMENT_COMPONENT_C1Q_COMPLEX_BINDING,GO:0001849
COMPLEMENT_COMPONENT_C3B_BINDING,GO:0001851
LIPOPOLYSACCHARIDE_IMMUNE_RECEPTOR_ACTIVITY,GO:0001875
NUCLEOBASE_BINDING,GO:0002054
G_QUADRUPLEX_RNA_BINDING,GO:0002151
DYSTROGLYCAN_BINDING,GO:0002162
AT_DNA_BINDING,GO:0003680
DNA_REPLICATION_ORIGIN_BINDING,GO:0003688
DNA_CLAMP_LOADER_ACTIVITY,GO:0003689
DOUBLE_STRANDED_TELOMERIC_DNA_BINDING,GO:0003691
DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,GO:0003700
TRANSCRIPTION_COREGULATOR_ACTIVITY,GO:0003712
TELOMERASE_ACTIVITY,GO:0003720
DOUBLE_STRANDED_RNA_ADENOSINE_DEAMINASE_ACTIVITY,GO:0003726
PROTEIN_DISULFIDE_ISOMERASE_ACTIVITY,GO:0003756
PROTEIN_GLUTAMINE_GAMMA_GLUTAMYLTRANSFERASE_ACTIVITY,GO:0003810
ALPHA_N_ACETYLNEURAMINATE_ALPHA_2_8_SIALYLTRANSFERASE_ACTIVITY,GO:0003828
BETA_N_ACETYLGLUCOSAMINYLGLYCOPEPTIDE_BETA_1_4_GALACTOSYLTRANSFERASE_ACTIVITY,GO:0003831
2_ACYLGLYCEROL_O_ACYLTRANSFERASE_ACTIVITY,GO:0003846
1_ALKYL_2_ACETYLGLYCEROPHOSPHOCHOLINE_ESTERASE_ACTIVITY,GO:0003847
3_BETA_HYDROXY_DELTA5_STEROID_DEHYDROGENASE_ACTIVITY,GO:0003854
3_HYDROXYACYL_COA_DEHYDROGENASE_ACTIVITY,GO:0003857
DNA_APURINIC_OR_APYRIMIDINIC_SITE_ENDONUCLEASE_ACTIVITY,GO:0003906
DNA_TOPOISOMERASE_ACTIVITY,GO:0003916
GPI_ANCHOR_TRANSAMIDASE_ACTIVITY,GO:0003923
N_ACETYLLACTOSAMINE_SYNTHASE_ACTIVITY,GO:0003945
NADPLUS_ADP_RIBOSYLTRANSFERASE_ACTIVITY,GO:0003950
NADPLUS_KINASE_ACTIVITY,GO:0003951
NADH_DEHYDROGENASE_ACTIVITY,GO:0003954
NADPH_HEMOPROTEIN_REDUCTASE_ACTIVITY,GO:0003958
ACETYL_COA_C_ACYLTRANSFERASE_ACTIVITY,GO:0003988
ACYL_COA_LIGASE_ACTIVITY,GO:0003996
ACYL_COA_OXIDASE_ACTIVITY,GO:0003997
ADENYLATE_CYCLASE_ACTIVITY,GO:0004016
ADENYLATE_KINASE_ACTIVITY,GO:0004017
ALCOHOL_DEHYDROGENASE_ACTIVITY_ZINC_DEPENDENT,GO:0004024
3_CHLOROALLYL_ALDEHYDE_DEHYDROGENASE_ACTIVITY,GO:0004028
ALDITOL_NADPPLUS_1_OXIDOREDUCTASE_ACTIVITY,GO:0004032
AMINOACYLASE_ACTIVITY,GO:0004046
ARYLESTERASE_ACTIVITY,GO:0004064
CARBONYL_REDUCTASE_NADPH_ACTIVITY,GO:0004090
CYTIDINE_DEAMINASE_ACTIVITY,GO:0004126
DOLICHYL_PHOSPHATE_MANNOSE_PROTEIN_MANNOSYLTRANSFERASE_ACTIVITY,GO:0004169
ATP_DEPENDENT_PEPTIDASE_ACTIVITY,GO:0004176
ENOYL_COA_HYDRATASE_ACTIVITY,GO:0004300
EPOXIDE_HYDROLASE_ACTIVITY,GO:0004301
EXOPOLYPHOSPHATASE_ACTIVITY,GO:0004309
FATTY_ACID_SYNTHASE_ACTIVITY,GO:0004312
FRUCTOSE_2_6_BISPHOSPHATE_2_PHOSPHATASE_ACTIVITY,GO:0004331
GUANYLATE_CYCLASE_ACTIVITY,GO:0004383
GUANYLATE_KINASE_ACTIVITY,GO:0004385
HEXOKINASE_ACTIVITY,GO:0004396
HYALURONONGLUCOSAMINIDASE_ACTIVITY,GO:0004415
1_PHOSPHATIDYLINOSITOL_4_KINASE_ACTIVITY,GO:0004430
PHOSPHATIDYLINOSITOL_4_5_BISPHOSPHATE_5_PHOSPHATASE_ACTIVITY,GO:0004439
INOSITOL_POLYPHOSPHATE_5_PHOSPHATASE_ACTIVITY,GO:0004445
ISOCITRATE_DEHYDROGENASE_ACTIVITY,GO:0004448
LACTATE_DEHYDROGENASE_ACTIVITY,GO:0004457
